English,Spanish,sentiment
strip,tira,negative
stripe,raya,negative
stripped,despojado,negative
stroke,carrera,negative
strongly,fuertemente,positive
structure,estructura,positive
struggle,lucha,negative
strut,puntal,negative
stud,semental,positive
study,estudio,positive
stuffy,cargado,negative
stumble,tropezón,negative
stunned,aturdido,negative
stunted,enano,negative
stupid,estúpido,negative
stupidity,estupidez,negative
stupor,estupor,negative
sturdy,robusto,positive
sty,pocilga,negative
subdue,sojuzgar,negative
subject,sujeto,negative
subjected,sometido,negative
subjection,sujeción,negative
subjugation,subyugación,negative
sublimation,sublimación,positive
subordinate,subordinado,negative
subpoena,citación,negative
subsidence,hundimiento,negative
subsidy,subsidio,negative
subsist,subsistir,negative
substance,sustancia,positive
substantive,sustantivo,positive
subtract,sustraer,negative
subversion,subversión,negative
subversive,subversivo,negative
subvert,subvertir,negative
succeed,tener éxito,positive
succeeding,subsiguiente,positive
success,éxito,positive
successful,exitoso,positive
succinct,sucinto,positive
succulent,suculento,positive
succumb,sucumbir,negative
suck,chupar,negative
sucker,ventosa,negative
sue,demandar,negative
suffer,sufrir,negative
sufferer,víctima,negative
suffering,sufrimiento,negative
sufficiency,suficiencia,positive
suffocating,sofocante,negative
suffocation,asfixia,negative
sugar,azúcar,positive
suicidal,suicida,negative
suicide,suicidio,negative
suitable,adecuado,positive
sullen,hosco,negative
sultry,bochornoso,positive
summons,citación,negative
sun,sol,positive
sunk,hundido,negative
sunny,soleado,positive
sunset,puesta del sol,positive
sunshine,sol,positive
superb,magnífico,positive
superficial,superficial,negative
superfluous,superfluo,negative
superhuman,sobrehumano,positive
superior,superior,positive
superiority,superioridad,positive
superman,superhombre,positive
superstar,superestrella,positive
superstition,superstición,positive
superstitious,supersticioso,negative
supplication,súplica,positive
supplies,suministros,positive
supply,suministro,positive
supported,apoyado,positive
supporter,partidario,positive
supporting,apoyo,positive
suppress,suprimir,negative
suppression,supresión,negative
supremacy,supremacía,positive
supreme,supremo,positive
supremely,supremamente,positive
surcharge,recargo,negative
surety,fiador,positive
surly,hosco,negative
surmise,conjeturar,positive
surpassing,incomparable,positive
surprise,sorpresa,positive
surrender,rendición,negative
surrendering,rendición,negative
surround,rodear,positive
surveying,agrimensura,positive
survive,sobrevivir a,positive
susceptible,susceptible,negative
suspect,sospechoso,negative
suspension,suspensión,negative
suspicion,sospecha,negative
suspicious,suspicaz,negative
swab,torunda,negative
swamp,pantano,negative
swampy,pantanoso,negative
swastika,esvástica,negative
swear,jurar,positive
sweet,dulce,positive
sweetheart,novio,positive
sweetie,cariño,positive
sweetness,dulzura,positive
sweets,dulces,positive
swelling,hinchazón,negative
swift,rápido,positive
swig,trago,negative
swim,nadar,positive
swine,cerdo,negative
swollen,hinchado,negative
symbolic,simbólico,positive
symmetrical,simétrico,positive
symmetry,simetría,positive
sympathetic,simpático,positive
sympathy,simpatía,positive
symphony,sinfonía,positive
symptom,síntoma,negative
synchronize,sincronizar,positive
syncope,síncope,negative
synergistic,sinérgica,positive
synod,sínodo,positive
synonymous,sinónimo,positive
taboo,tabú,negative
tact,tacto,positive
taint,mancha,negative
tale,cuento,positive
talent,talento,positive
talisman,talismán,positive
talk,hablar,positive
talons,garras,negative
tangled,enredado,negative
tanned,bronceado,positive
tantalizing,tentadora,positive
tardiness,tardanza,negative
tardy,tardío,negative
tariff,tarifa,negative
tarnish,empañar,negative
tarry,alquitranado,negative
task,tarea,positive
tasteful,de buen gusto,positive
tasteless,insípido,negative
tasty,sabroso,positive
taunt,pulla,negative
tax,impuesto,negative
teach,enseñar,positive
teacher,profesor,positive
tease,embromar,negative
teasing,burlas,negative
technology,tecnología,positive
tedious,tedioso,negative
tedium,tedio,negative
teens,adolescentes,positive
temperance,templanza,positive
tempered,templado,positive
tempest,tempestad,negative
temptation,tentación,negative
tenable,sostenible,positive
tenacious,tenaz,positive
tenacity,tenacidad,positive
tenancy,tenencia,positive
tenant,inquilino,positive
tender,tierno,positive
tenderness,ternura,positive
tenement,vivienda,negative
terminal,Terminal,negative
termination,terminación,negative
termite,termita,negative
terrible,terrible,negative
terror,terror,negative
terrorism,terrorismo,negative
terrorist,terrorista,negative
terrorize,aterrorizar,negative
tetanus,tétanos,negative
tether,atadura,negative
thankful,agradecido,positive
thanksgiving,acción de gracias,positive
theft,robo,negative
theism,teísmo,negative
theocratic,teocrático,negative
theoretical,teorético,positive
therapeutic,terapéutico,positive
therapeutics,terapéutica,positive
thief,ladrón,negative
thinker,pensador,positive
thirsty,sediento,negative
thorn,espina,negative
thorny,espinoso,negative
thoroughbred,pura sangre,positive
thoughtful,pensativo,positive
thoughtfulness,consideración,positive
thoughtless,irreflexivo,negative
thrash,movimiento de piernas,negative
threat,amenaza,negative
threaten,amenazar,negative
threatening,amenazante,negative
thresh,trillar,negative
thrift,ahorro,positive
thrill,emoción,positive
thrilling,emocionante,positive
thriving,próspera,positive
throb,latido,negative
throne,trono,positive
throttle,acelerador,negative
thug,matón,negative
thump,porrazo,negative
thundering,tremendo,negative
thwart,frustrar,negative
tickle,cosquillas,positive
tiff,pelea,negative
tiling,azulejos,positive
timely,oportuno,positive
timid,tímido,negative
timidity,timidez,negative
tinsel,oropel,positive
tipsy,achispado,negative
tirade,diatriba,negative
tired,cansado,negative
tiredness,cansancio,negative
tiresome,cansado,negative
tit,teta,negative
title,título,positive
toad,sapo,negative
toast,brindis,positive
tobacco,tabaco,negative
toilet,inodoro,negative
toils,fatigas,negative
tolerant,tolerante,positive
tolerate,tolerar,negative
toleration,tolerancia,positive
toothache,dolor de muelas,negative
top,superior,positive
torment,tormento,negative
torn,desgarrado,negative
torpedo,torpedo,negative
torrid,tórrido,negative
tort,agravio,negative
tortious,extracontractual,negative
torture,tortura,negative
touched,tocado,negative
touchy,quisquilloso,negative
tough,duro,negative
toughness,tenacidad,positive
tower,torre,positive
towering,imponente,positive
toxic,tóxico,negative
toxin,toxina,negative
traditional,tradicional,positive
tragedy,tragedia,negative
tragic,trágico,negative
traitor,traidor,negative
tramp,vagabundo,negative
trance,trance,negative
tranquil,tranquilo,positive
tranquility,tranquilidad,positive
transcendence,trascendencia,positive
transcendental,trascendental,positive
transgression,transgresión,negative
trappings,adornos,negative
traps,trampas,negative
trash,basura,negative
trashy,de pacotilla,negative
traumatic,traumático,negative
travail,travail,negative
traveling,de viaje,positive
travesty,parodia,negative
treacherous,traicionero,negative
treachery,traición,negative
treason,traición,negative
treasure,tesoro,positive
treat,tratar,positive
tree,árbol,positive
trembling,temblor,negative
tremendously,tremendamente,positive
tremor,temblor,negative
trend,tendencia,positive
trendy,de moda,positive
trepidation,miedo,negative
trespass,entrada ilegal,negative
tribulation,tribulación,negative
tribunal,tribunal,negative
tributary,afluente,positive
tribute,homenaje,positive
trick,truco,negative
trickery,superchería,negative
trifle,bagatela,negative
trig,trigonometría,positive
tripping,disparo,negative
triumph,triunfo,positive
triumphant,triunfante,positive
troll,gnomo,negative
trophy,trofeo,positive
troublesome,molesto,negative
truce,tregua,positive
trumpet,trompeta,negative
trusty,fiel,positive
truth,verdad,positive
truthfulness,veracidad,positive
tumble,caer,negative
tumor,tumor,negative
tumour,tumor,negative
tumult,tumulto,negative
tumultuous,tumultuoso,negative
turbulence,turbulencia,negative
turbulent,turbulento,negative
turmoil,confusión,negative
tutelage,tutela,positive
tutor,tutor,positive
twin,gemelo,positive
twinkle,centelleo,positive
twitch,tic,negative
typhoon,tifón,negative
tyrannical,tiránico,negative
tyranny,tiranía,negative
tyrant,tirano,negative
ugliness,fealdad,negative
ugly,feo,negative
ulcer,úlcera,negative
ulterior,ulterior,negative
ultimately,por último,positive
ultimatum,ultimátum,negative
umpire,árbitro,positive
unable,incapaz,negative
unacceptable,inaceptable,negative
unaccountable,inexplicable,negative
unanimity,unanimidad,positive
unanimous,unánime,positive
unapproved,no aprobado,negative
unassuming,modesto,positive
unattached,soltero,negative
unattainable,inalcanzable,negative
unattractive,no atractivo,negative
unauthorized,no autorizado,negative
unavoidable,inevitable,negative
unaware,inconsciente,negative
unbearable,inaguantable,negative
unbeaten,invicto,positive
unbelief,incredulidad,negative
unbelievable,increíble,negative
unbiased,imparcial,positive
unborn,no nacido,negative
unbreakable,irrompible,positive
unbridled,desenfrenado,positive
unbroken,intacto,positive
uncanny,misterioso,negative
uncaring,indiferente,negative
uncertain,incierto,negative
unchangeable,inmutable,negative
unclean,inmundo,negative
uncomfortable,incómodo,negative
unconscionable,excesivo,negative
unconscious,inconsciente,negative
unconstitutional,inconstitucional,negative
unconstrained,sin restricciones,positive
uncontrollable,incontrolable,negative
uncontrolled,sin control,negative
undecided,indeciso,negative
underline,subrayar,positive
undermined,minado,negative
underpaid,mal pagados,negative
undersized,insuficiente,negative
understanding,comprensión,positive
underwrite,suscribir,positive
undesirable,indeseable,negative
undesired,no deseado,negative
undivided,indiviso,positive
undo,deshacer,negative
undying,imperecedero,positive
uneasiness,inquietud,negative
uneasy,inquieto,negative
uneducated,sin educación,negative
unemployed,desempleados,negative
unequal,desigual,negative
unequivocally,inequívocamente,positive
uneven,desigual,negative
unexpected,inesperado,positive
unexplained,inexplicable,negative
unfair,injusto,negative
unfairness,injusticia,negative
unfaithful,infiel,negative
unfavorable,desfavorable,negative
unfinished,inconcluso,negative
unfold,desplegar,positive
unforgiving,implacable,negative
unfortunate,desgraciado,negative
unfriendly,antipático,negative
unfulfilled,incumplida,negative
unfurnished,sin amueblar,negative
ungodly,impío,negative
ungrateful,desagradecido,negative
unhappiness,infelicidad,negative
unhappy,infeliz,negative
unhealthy,insalubre,negative
unholy,impío,negative
unification,unificación,positive
uniformly,uniformemente,positive
unimaginable,inimaginable,positive
unimportant,sin importancia,negative
unimpressed,impresionado,negative
unimproved,sin mejorar,negative
uninfected,no infectada,positive
uninformed,no informado,negative
uninitiated,no iniciados,negative
uninspired,no inspirado,negative
unintelligible,ininteligible,negative
unintentionally,involuntariamente,negative
uninterested,desinteresado,negative
uninteresting,poco interesante,negative
unique,único,positive
unison,unísono,positive
unitary,unitario,positive
united,unido,positive
unity,unidad,positive
university,universidad,positive
unjust,injusto,negative
unjustifiable,injustificable,negative
unjustified,injustificado,negative
unkind,cruel,negative
unknown,desconocido,negative
unlawful,ilegal,negative
unlicensed,no licenciado,negative
unlimited,ilimitado,positive
unlucky,desafortunado,negative
unmanageable,inmanejable,negative
unnatural,antinatural,negative
unofficial,no oficial,negative
unpaid,no pagado,negative
unpleasant,desagradable,negative
unpopular,impopular,negative
unpredictable,imprevisible,negative
unprepared,desprevenido,negative
unpretentious,no pretencioso,positive
unproductive,improductivo,negative
unprofitable,improductivo,negative
unprotected,desprotegido,negative
unpublished,inédito,negative
unquestionable,incuestionable,positive
unquestionably,incuestionablemente,positive
unquestioned,incontestable,positive
unreliable,poco fiable,negative
unrequited,no correspondido,negative
unruly,revoltoso,negative
unsafe,inseguro,negative
unsatisfactory,insatisfactorio,negative
unsatisfied,insatisfecho,negative
unsavory,desagradable,negative
unscathed,indemne,positive
unscrupulous,desaprensivo,negative
unselfish,altruista,positive
unsettled,inestable,negative
unsightly,feo,negative
unsophisticated,no sofisticado,negative
unspeakable,indecible,negative
unstable,inestable,negative
unsuccessful,infructuoso,negative
unsuitable,inadecuado,negative
unsung,anónimo,negative
unsupported,sin apoyo,negative
unsurpassed,insuperado,positive
unsustainable,insostenible,negative
unsympathetic,antipático,negative
untamed,salvaje,negative
untenable,insostenible,negative
unthinkable,inconcebible,negative
untidy,desordenado,negative
untie,desatar,positive
untimely,inoportuno,negative
untitled,intitulado,negative
untold,incalculable,negative
untoward,adverso,negative
untrained,inexperto,negative
untrue,falso,negative
untrustworthy,indigno de confianza,negative
unwarranted,injustificado,negative
unwashed,no lavado,negative
unwavering,inquebrantable,positive
unwelcome,molesto,negative
unwell,indispuesto,negative
unwillingness,renuencia,negative
unwise,imprudente,negative
unwitting,involuntario,negative
unworthy,indigno de,negative
unyielding,inflexible,negative
upheaval,convulsión,negative
uphill,cuesta arriba,positive
uplift,sustentación,positive
upright,vertical,positive
uprising,levantamiento,negative
uproar,escándalo,negative
upset,molesto,negative
urchin,pilluelo,negative
urgent,urgente,negative
usefulness,utilidad,positive
useless,inútil,negative
usher,ujier,positive
usual,usual,positive
usurp,usurpar,negative
usurped,usurpado,negative
usury,usura,negative
utility,utilidad,positive
utopian,utópico,positive
vacancy,vacante,negative
vacation,vacaciones,positive
vaccine,vacuna,positive
vacuous,vacuo,negative
vague,vago,negative
vagueness,vaguedad,negative
vainly,vanamente,negative
valiant,valiente,positive
valor,valor,positive
valuable,valioso,positive
vampire,vampiro,negative
vanguard,vanguardia,positive
vanished,desaparecido,negative
vanity,vanidad,negative
vanquish,vencer a,positive
varicella,varicela,negative
varicose,varicoso,negative
vegetative,vegetativo,negative
vehement,vehemente,negative
velvet,terciopelo,positive
velvety,aterciopelado,positive
vendetta,vendetta,negative
venerable,venerable,positive
veneration,veneración,positive
vengeance,venganza,negative
vengeful,vengativo,negative
venom,veneno,negative
venomous,venenoso,negative
veracity,veracidad,positive
verbosity,verbosidad,negative
verdant,verde,positive
verge,borde,negative
verification,verificación,positive
verified,verificado,positive
verily,en verdad,positive
veritable,verdadero,positive
vermin,bichos,negative
vernal,vernal,positive
versus,versus,negative
vertigo,vértigo,negative
verve,brío,positive
veteran,veterano,positive
veto,veto,negative
vicar,vicario,positive
vice,vicio,negative
vicious,vicioso,negative
victim,víctima,negative
victimized,victimizado,negative
victor,vencedor,positive
victorious,victorioso,positive
victory,victoria,positive
vigilance,vigilancia,positive
vigilant,vigilante,positive
vigor,vigor,positive
vigorous,vigoroso,positive
villager,aldeano,positive
villain,villano,negative
villainous,villano,negative
vindicated,vindicado,positive
vindication,vindicación,positive
vindictive,vengativo,negative
violation,violación,negative
violence,violencia,negative
violent,violento,negative
violently,violentamente,negative
viper,víbora,negative
virgin,virgen,positive
virginity,virginidad,positive
virtue,virtud,positive
virtuous,virtuoso,positive
virulence,virulencia,negative
virus,virus,negative
vision,visión,positive
visionary,visionario,positive
visit,visita,positive
visitation,visitación,negative
visitor,visitante,positive
vital,vital,positive
vitality,vitalidad,positive
vivacious,vivaz,positive
vivid,vívido,positive
vixen,zorra,negative
vocabulary,vocabulario,positive
volatility,volatilidad,negative
volcano,volcán,negative
volunteer,voluntario,positive
voluptuous,voluptuoso,positive
vomiting,vómitos,negative
voodoo,vudú,negative
vote,voto,positive
vouch,atestiguar,positive
vow,voto,positive
vulgar,vulgar,negative
vulgarity,vulgaridad,negative
vulnerability,vulnerabilidad,negative
vulture,buitre,negative
waffle,gofre,negative
wages,salario,positive
wail,lamento,negative
wait,esperar,negative
wallow,revolcarse,negative
wan,pálido,negative
wane,menguar,negative
wanting,querer,negative
war,guerra,negative
warden,guardián,negative
ware,mercancía,negative
warfare,guerra,negative
warlike,belicoso,negative
warn,advertir,negative
warp,urdimbre,negative
warped,deformado,negative
warranty,garantía,positive
warrior,guerrero,positive
wart,verruga,negative
waste,residuos,negative
wasted,desaprovechado,negative
wasteful,dispendioso,negative
wasting,perder,negative
watchdog,perro guardián,positive
watchful,vigilante,positive
watchman,sereno,positive
waterproof,impermeable,positive
watery,acuoso,negative
waver,flaquear,negative
weakened,debilitado,negative
weakly,débilmente,negative
weakness,debilidad,negative
wealth,riqueza,positive
wear,desgaste,negative
wearily,cansinamente,negative
weariness,cansancio,negative
weary,cansado,negative
weatherproof,resistente a la intemperie,positive
weeds,malas hierbas,negative
weep,llorar,negative
weight,peso,positive
weird,extraño,negative
weirdo,bicho raro,negative
welcomed,bienvenida,positive
wen,wen,negative
wench,moza,negative
whack,golpear,negative
whim,capricho,negative
whine,gimoteo,negative
whip,látigo,negative
whirlwind,torbellino,negative
whisky,whisky,negative
white,blanco,positive
whiteness,blancura,positive
wholesome,saludable,positive
whore,puta,negative
wicked,malvado,negative
wickedness,maldad,negative
wicket,postigo,positive
widespread,extendido,positive
wild,salvaje,negative
wildcat,gato montés,negative
wildfire,un reguero de pólvora,negative
willful,voluntarioso,negative
willingly,de buena gana,positive
willingness,disposición,positive
wimp,endeble,negative
wimpy,Wimpy,negative
wince,mueca de dolor,negative
windfall,ganancia inesperada,positive
winner,ganador,positive
winning,ganadora,positive
winnings,ganancias,positive
wireless,sin hilos,positive
wis,wis,positive
wisdom,sabiduría,positive
wise,sabio,positive
wit,ingenio,positive
witch,bruja,negative
witchcraft,brujería,negative
withdraw,retirar,negative
wither,marchitar,negative
withered,marchito,negative
withstand,resistir,positive
wits,ingenio,positive
witty,ingenioso,positive
wizard,mago,positive
woe,ay,negative
woeful,lamentable,negative
woefully,deplorablemente,negative
womb,útero,positive
wonderful,maravilloso,positive
wonderfully,maravillosamente,positive
wondrous,maravilloso,positive
word,palabra,positive
words,palabras,negative
working,laboral,positive
worm,gusano,negative
worn,usado,negative
worried,preocupado,negative
worry,preocuparse,negative
worrying,preocupante,negative
worse,peor,negative
worsening,empeoramiento,negative
worship,culto,positive
worth,valor,positive
worthless,sin valor,negative
worthy,digno,positive
wot,wot,positive
wound,herida,negative
wrangling,discusiones,negative
wrath,ira,negative
wreak,infligir,negative
wreck,naufragio,negative
wrecked,naufragado,negative
wrench,llave,negative
wrestling,lucha,negative
wretch,desgraciado,negative
wretched,miserable,negative
writer,escritor,positive
wrong,mal,negative
wrongdoing,fechoría,negative
wrongful,ilegal,negative
wrongly,erróneamente,negative
wrought,forjado,negative
wry,torcido,negative
xenophobia,xenofobia,negative
yawn,bostezo,negative
yawning,bostezo,negative
yearning,anhelo,positive
yell,gritar,negative
yellows,amarillos,negative
yelp,gañido,negative
young,joven,positive
younger,menor,positive
youth,juventud,positive
zeal,celo,positive
zealous,celoso,positive
zest,entusiasmo,positive
zip,cremallera,negative
TRUE,TRUE,positive
